Name,Age,Overall,Club,Position,Crossing,ShortPassing,Dribbling,LongPassing,BallControl,Acceleration,SprintSpeed,ShotPower,Stamina,Strength,LongShots,Interceptions,Positioning,Penalties,StandingTackle,SlidingTackle,Best Overall Rating,DefensiveAwareness
G. Bonaventura,31,78,Fiorentina,RCM,79.0,82.0,80.0,79.0,83.0,69.0,69.0,84.0,69.0,61.0,81.0,69.0,76.0,68.0,71.0,68.0,78.0,70.0
G. Kondogbia,28,79,Atlético de Madrid,CDM,65.0,81.0,76.0,78.0,79.0,67.0,69.0,86.0,82.0,94.0,83.0,80.0,77.0,45.0,79.0,80.0,80.0,77.0
Lucas Vázquez,30,81,Real Madrid CF,SUB,83.0,79.0,81.0,76.0,79.0,83.0,82.0,80.0,91.0,57.0,76.0,72.0,80.0,56.0,69.0,66.0,81.0,71.0
16 Michel Bastos,31,78,São Paulo,RW,77.0,78.0,78.0,76.0,84.0,85.0,83.0,81.0,76.0,64.0,77.0,66.0,74.0,72.0,70.0,69.0,77.0,
K. Laimer,24,81,RB Leipzig,RDM,78.0,82.0,78.0,78.0,78.0,82.0,81.0,72.0,88.0,69.0,68.0,84.0,71.0,54.0,79.0,75.0,83.0,83.0
16 Maicon,33,77,Roma,SUB,84.0,80.0,75.0,77.0,80.0,74.0,76.0,83.0,70.0,78.0,77.0,76.0,78.0,66.0,79.0,77.0,77.0,
T. Müller,31,87,FC Bayern München,CAM,85.0,85.0,77.0,79.0,84.0,66.0,67.0,78.0,86.0,66.0,82.0,58.0,96.0,70.0,57.0,46.0,87.0,47.0
17 B. Trémoulinas,30,81,Sevilla FC,RES,86.0,81.0,75.0,77.0,80.0,82.0,82.0,74.0,87.0,63.0,65.0,72.0,73.0,77.0,80.0,81.0,81.0,
A. Rabiot,26,81,Juventus,LDM,70.0,84.0,80.0,80.0,83.0,70.0,81.0,86.0,86.0,80.0,76.0,80.0,76.0,67.0,81.0,75.0,82.0,70.0
16 Raúl Meireles,32,76,Fenerbahçe SK,SUB,74.0,78.0,76.0,77.0,78.0,69.0,74.0,84.0,78.0,72.0,81.0,78.0,74.0,75.0,64.0,72.0,76.0,
J. Vardy,34,86,Leicester City,ST,69.0,74.0,78.0,60.0,82.0,85.0,85.0,87.0,76.0,66.0,67.0,49.0,92.0,85.0,52.0,54.0,86.0,45.0
J. Kucka,34,77,Watford,LDM,68.0,76.0,75.0,76.0,77.0,60.0,57.0,85.0,86.0,87.0,79.0,78.0,75.0,71.0,77.0,78.0,79.0,77.0
P. Dybala,27,87,Juventus,CAM,82.0,87.0,90.0,79.0,93.0,88.0,80.0,84.0,70.0,61.0,89.0,42.0,82.0,84.0,41.0,39.0,89.0,32.0
T. Savanier,29,80,Montpellier Hérault SC,CAM,83.0,83.0,81.0,82.0,82.0,70.0,65.0,77.0,78.0,63.0,80.0,78.0,74.0,75.0,71.0,69.0,80.0,67.0
Campaña,28,82,Levante Unión Deportiva,LCM,81.0,84.0,83.0,82.0,85.0,70.0,66.0,76.0,82.0,71.0,76.0,71.0,76.0,69.0,75.0,62.0,82.0,72.0
21 Hulk,33,80,Shanghai Port FC,LW,75.0,78.0,85.0,74.0,77.0,83.0,78.0,94.0,85.0,89.0,82.0,48.0,81.0,78.0,41.0,36.0,81.0,46.0
Adryan Zonta,29,81,RB Bragantino,LB,81.0,81.0,77.0,71.0,72.0,92.0,93.0,73.0,91.0,73.0,73.0,74.0,69.0,65.0,72.0,69.0,81.0,73.0
Jorginho,29,85,Chelsea,LCM,75.0,92.0,79.0,89.0,87.0,61.0,50.0,71.0,87.0,66.0,62.0,81.0,69.0,91.0,81.0,71.0,85.0,67.0
Jonathan Viera,31,81,Unión Deportiva Las Palmas,CAM,73.0,81.0,85.0,80.0,78.0,85.0,79.0,70.0,79.0,67.0,80.0,66.0,78.0,74.0,63.0,55.0,81.0,63.0
Gerson,24,80,Olympique de Marseille,LM,73.0,86.0,77.0,79.0,84.0,73.0,74.0,69.0,77.0,76.0,65.0,81.0,74.0,67.0,82.0,78.0,83.0,79.0
I. Rakitić,33,82,Sevilla FC,SUB,84.0,85.0,79.0,86.0,82.0,59.0,56.0,84.0,74.0,71.0,76.0,79.0,79.0,82.0,77.0,72.0,82.0,76.0
Marcos Alonso,30,79,Chelsea,LWB,83.0,82.0,78.0,71.0,83.0,61.0,55.0,84.0,82.0,76.0,75.0,72.0,77.0,63.0,80.0,77.0,79.0,68.0
Allan,30,83,Everton,LDM,72.0,83.0,81.0,80.0,82.0,77.0,68.0,73.0,92.0,70.0,69.0,78.0,77.0,53.0,87.0,82.0,83.0,82.0
L. Shaw,25,84,Manchester United,LB,85.0,82.0,80.0,69.0,82.0,76.0,81.0,70.0,80.0,79.0,54.0,79.0,78.0,44.0,83.0,79.0,84.0,83.0
R. Vormer,33,78,Club Brugge KV,RCM,79.0,79.0,67.0,77.0,75.0,64.0,53.0,78.0,92.0,73.0,77.0,77.0,79.0,75.0,75.0,70.0,78.0,76.0
21 Santi Cazorla,35,82,,SUB,85.0,86.0,85.0,84.0,87.0,64.0,61.0,77.0,60.0,59.0,80.0,73.0,80.0,90.0,65.0,58.0,82.0,68.0
Bernardo Silva,26,86,Manchester City,SUB,85.0,86.0,92.0,76.0,90.0,83.0,77.0,76.0,93.0,54.0,76.0,54.0,83.0,68.0,63.0,45.0,86.0,49.0
C. Erkin,32,75,Fatih Karagümrük S.K.,LB,86.0,75.0,75.0,74.0,78.0,71.0,68.0,82.0,69.0,67.0,77.0,69.0,74.0,74.0,73.0,73.0,75.0,64.0
Danilo,29,81,Juventus,RB,76.0,77.0,73.0,74.0,79.0,67.0,77.0,84.0,77.0,80.0,69.0,84.0,69.0,67.0,84.0,82.0,81.0,82.0
A. Correa,26,83,Atlético de Madrid,SUB,75.0,82.0,88.0,66.0,87.0,86.0,85.0,83.0,82.0,71.0,86.0,48.0,84.0,55.0,53.0,44.0,86.0,42.0
C. Nkunku,23,81,RB Leipzig,RAM,81.0,83.0,86.0,80.0,86.0,81.0,78.0,79.0,74.0,63.0,76.0,69.0,78.0,65.0,72.0,70.0,83.0,69.0
M. Reus,32,85,Borussia Dortmund,CAM,85.0,85.0,85.0,79.0,86.0,76.0,71.0,86.0,67.0,66.0,83.0,49.0,85.0,76.0,38.0,54.0,85.0,52.0
João Moutinho,34,80,Wolverhampton Wanderers,LCM,85.0,86.0,76.0,83.0,85.0,55.0,45.0,77.0,75.0,57.0,77.0,70.0,68.0,70.0,70.0,68.0,80.0,71.0
D. Caligiuri,33,77,FC Augsburg,LCM,85.0,76.0,75.0,73.0,75.0,67.0,66.0,76.0,82.0,75.0,74.0,72.0,75.0,80.0,73.0,68.0,77.0,71.0
K. Volland,28,83,AS Monaco,RF,78.0,81.0,80.0,74.0,80.0,76.0,70.0,87.0,90.0,87.0,84.0,45.0,86.0,72.0,50.0,33.0,83.0,22.0
B. Bourigeaud,27,78,Stade Rennais FC,RCM,80.0,80.0,77.0,78.0,78.0,71.0,70.0,77.0,84.0,68.0,76.0,73.0,78.0,76.0,68.0,58.0,79.0,63.0
M. Kovačić,27,83,Chelsea,SUB,73.0,90.0,89.0,82.0,89.0,77.0,65.0,79.0,79.0,63.0,75.0,74.0,72.0,59.0,73.0,66.0,84.0,70.0
Juan Bernat,28,82,Paris Saint-Germain,LB,83.0,81.0,82.0,73.0,82.0,82.0,82.0,67.0,79.0,58.0,62.0,79.0,78.0,53.0,81.0,78.0,82.0,75.0
Richarlison,24,82,Everton,LM,73.0,79.0,86.0,61.0,83.0,85.0,81.0,83.0,83.0,77.0,70.0,46.0,83.0,77.0,58.0,48.0,85.0,45.0
D. Klaassen,28,79,Ajax,SUB,67.0,79.0,75.0,77.0,80.0,69.0,72.0,81.0,90.0,73.0,75.0,73.0,83.0,76.0,75.0,65.0,79.0,68.0
Carvajal,29,85,Real Madrid CF,RB,82.0,83.0,78.0,74.0,83.0,79.0,80.0,68.0,89.0,74.0,47.0,81.0,75.0,45.0,82.0,84.0,85.0,82.0
Rafinha,28,80,Paris Saint-Germain,SUB,74.0,84.0,86.0,80.0,84.0,74.0,68.0,80.0,66.0,67.0,77.0,70.0,77.0,67.0,74.0,66.0,80.0,70.0
E. Bardhi,25,79,Levante Unión Deportiva,LM,77.0,77.0,82.0,74.0,81.0,79.0,71.0,85.0,75.0,45.0,84.0,66.0,75.0,78.0,65.0,63.0,80.0,63.0
A. Oxlade-Chamberlain,27,79,Liverpool,SUB,78.0,80.0,83.0,75.0,83.0,82.0,81.0,83.0,80.0,70.0,78.0,73.0,79.0,69.0,72.0,68.0,80.0,68.0
M. Casco,33,77,River Plate,RB,76.0,73.0,78.0,67.0,81.0,84.0,83.0,79.0,84.0,73.0,71.0,70.0,76.0,64.0,71.0,73.0,77.0,69.0
M. Dembélé,33,79,Guangzhou City,LCM,65.0,83.0,87.0,79.0,86.0,69.0,71.0,77.0,66.0,83.0,68.0,78.0,67.0,63.0,73.0,68.0,79.0,72.0
O. Trejo,33,75,Rayo Vallecano,CAM,73.0,76.0,78.0,75.0,76.0,68.0,73.0,75.0,89.0,75.0,72.0,72.0,72.0,73.0,68.0,67.0,75.0,70.0
R. Karsdorp,26,78,Roma,RB,80.0,77.0,78.0,73.0,80.0,84.0,89.0,80.0,80.0,78.0,69.0,76.0,79.0,52.0,79.0,76.0,80.0,74.0
B. André,30,81,LOSC Lille,RCM,72.0,79.0,75.0,77.0,76.0,65.0,69.0,69.0,93.0,79.0,65.0,84.0,70.0,66.0,83.0,76.0,81.0,77.0
19 Ramires,31,80,Jiangsu FC,SUB,69.0,78.0,77.0,74.0,82.0,82.0,80.0,75.0,85.0,65.0,66.0,77.0,70.0,67.0,80.0,76.0,78.0,
Morales,33,81,Levante Unión Deportiva,LS,77.0,77.0,87.0,68.0,84.0,87.0,86.0,82.0,78.0,67.0,78.0,58.0,84.0,76.0,54.0,45.0,82.0,44.0
K. Boateng,34,78,Hertha BSC,LCM,72.0,80.0,80.0,74.0,84.0,66.0,72.0,84.0,54.0,80.0,78.0,64.0,76.0,68.0,73.0,66.0,78.0,58.0
Gerard Moreno,29,86,Villarreal CF,ST,77.0,81.0,86.0,75.0,85.0,80.0,78.0,83.0,79.0,75.0,83.0,42.0,87.0,85.0,41.0,41.0,86.0,44.0
T. Ndombele,24,82,Tottenham Hotspur,SUB,75.0,85.0,89.0,81.0,87.0,73.0,69.0,80.0,69.0,74.0,75.0,72.0,72.0,60.0,74.0,69.0,84.0,66.0
M. de Roon,30,82,Atalanta,RCM,68.0,78.0,71.0,75.0,76.0,64.0,68.0,76.0,92.0,77.0,77.0,84.0,67.0,80.0,84.0,81.0,82.0,82.0
N. Fekir,27,84,Real Betis Balompié,CAM,79.0,84.0,88.0,78.0,87.0,88.0,79.0,84.0,79.0,81.0,84.0,34.0,82.0,74.0,42.0,30.0,84.0,34.0
R. Pereyra,30,80,Udinese Calcio,CM,73.0,82.0,83.0,80.0,82.0,79.0,74.0,72.0,87.0,68.0,74.0,70.0,78.0,72.0,74.0,73.0,80.0,62.0
K. Benzema,33,89,Real Madrid CF,CF,75.0,86.0,87.0,73.0,90.0,77.0,75.0,85.0,78.0,82.0,79.0,39.0,90.0,84.0,24.0,18.0,89.0,43.0
M. Sanson,26,76,Aston Villa,SUB,74.0,77.0,76.0,78.0,76.0,75.0,69.0,79.0,81.0,76.0,72.0,71.0,74.0,68.0,74.0,71.0,77.0,68.0
18 Gabi,33,81,Atlético de Madrid,RCM,67.0,84.0,74.0,83.0,79.0,62.0,65.0,81.0,76.0,69.0,76.0,82.0,72.0,83.0,79.0,74.0,80.0,
N. Stanciu,28,78,SK Slavia Praha,CAM,78.0,79.0,79.0,82.0,79.0,75.0,70.0,77.0,83.0,61.0,78.0,57.0,74.0,73.0,57.0,57.0,78.0,59.0
G. Moreno,35,77,Shanghai Shenhua FC,RS,68.0,77.0,78.0,74.0,77.0,79.0,69.0,80.0,82.0,80.0,74.0,56.0,76.0,71.0,57.0,53.0,77.0,45.0
D. Alli,25,80,Tottenham Hotspur,LCM,72.0,82.0,83.0,80.0,84.0,67.0,68.0,78.0,80.0,75.0,74.0,60.0,82.0,80.0,65.0,60.0,82.0,64.0
H. Aouar,23,81,Olympique Lyonnais,LM,70.0,83.0,86.0,79.0,86.0,76.0,74.0,72.0,75.0,67.0,73.0,68.0,78.0,74.0,66.0,58.0,83.0,66.0
P. Zieliński,27,81,Napoli,LCM,77.0,84.0,87.0,81.0,85.0,83.0,79.0,79.0,75.0,57.0,83.0,75.0,78.0,51.0,72.0,71.0,83.0,69.0
M. Antonio,31,79,West Ham United,ST,75.0,75.0,79.0,72.0,76.0,79.0,87.0,79.0,76.0,86.0,68.0,45.0,80.0,75.0,56.0,53.0,79.0,51.0
A. Davies,20,82,FC Bayern München,LB,74.0,81.0,85.0,58.0,79.0,96.0,96.0,71.0,79.0,72.0,63.0,78.0,75.0,60.0,77.0,79.0,83.0,74.0
Fabián,25,82,Napoli,CDM,72.0,83.0,83.0,80.0,86.0,67.0,60.0,77.0,87.0,67.0,83.0,76.0,81.0,67.0,78.0,75.0,84.0,70.0
17 Maxwell,34,79,Paris Saint-Germain,SUB,86.0,82.0,75.0,82.0,83.0,71.0,74.0,71.0,83.0,70.0,72.0,78.0,71.0,59.0,78.0,75.0,79.0,
E. Pérez,35,80,River Plate,RDM,68.0,85.0,76.0,77.0,79.0,70.0,66.0,75.0,73.0,78.0,67.0,78.0,73.0,73.0,79.0,80.0,80.0,77.0
19 Y. Rakitskyi,28,80,Shakhtar Donetsk,LCB,68.0,78.0,69.0,84.0,73.0,69.0,72.0,87.0,82.0,84.0,86.0,82.0,53.0,50.0,83.0,81.0,80.0,
M. Locatelli,23,82,Juventus,RDM,70.0,85.0,78.0,83.0,80.0,62.0,60.0,77.0,89.0,78.0,80.0,79.0,73.0,60.0,82.0,74.0,84.0,80.0
18 Eliseu,33,76,SL Benfica,SUB,76.0,72.0,73.0,67.0,74.0,75.0,76.0,88.0,75.0,77.0,87.0,75.0,69.0,64.0,76.0,77.0,75.0,
M. Arnautović,32,81,Bologna,ST,77.0,81.0,77.0,74.0,82.0,78.0,80.0,84.0,77.0,87.0,82.0,38.0,79.0,79.0,42.0,39.0,81.0,40.0
W. Ndidi,24,85,Leicester City,LDM,53.0,78.0,72.0,75.0,77.0,65.0,68.0,80.0,90.0,78.0,70.0,90.0,67.0,57.0,90.0,85.0,86.0,87.0
Álex Berenguer,25,80,Athletic Club de Bilbao,RM,76.0,79.0,82.0,65.0,81.0,86.0,81.0,77.0,74.0,56.0,72.0,65.0,79.0,69.0,64.0,66.0,80.0,65.0
R. Sterling,26,88,Manchester City,SUB,79.0,83.0,87.0,69.0,86.0,95.0,88.0,78.0,79.0,64.0,83.0,30.0,91.0,67.0,53.0,47.0,88.0,47.0
P. Max,27,80,PSV,LB,90.0,78.0,73.0,76.0,77.0,80.0,83.0,82.0,89.0,69.0,63.0,75.0,68.0,60.0,75.0,75.0,80.0,72.0
A. Guardado,34,78,Real Betis Balompié,LDM,74.0,82.0,78.0,79.0,80.0,67.0,62.0,73.0,81.0,60.0,73.0,75.0,69.0,70.0,75.0,76.0,78.0,74.0
G. Di Lorenzo,27,80,Napoli,RB,76.0,77.0,76.0,71.0,75.0,85.0,83.0,72.0,89.0,75.0,69.0,77.0,70.0,59.0,78.0,75.0,80.0,76.0
Gabriel,27,76,SL Benfica,SUB,68.0,75.0,79.0,76.0,78.0,64.0,55.0,82.0,77.0,81.0,77.0,75.0,74.0,67.0,74.0,71.0,76.0,76.0
M. Camara,24,77,Olympiacos CFP,RCM,69.0,77.0,74.0,78.0,77.0,74.0,77.0,84.0,88.0,82.0,75.0,79.0,75.0,54.0,74.0,71.0,79.0,74.0
L. Spinazzola,28,83,Roma,RES,84.0,78.0,83.0,64.0,80.0,94.0,91.0,68.0,81.0,66.0,68.0,80.0,77.0,59.0,77.0,75.0,83.0,82.0
21 Wendel,22,79,Sporting CP,LCM,67.0,85.0,81.0,77.0,80.0,76.0,80.0,86.0,82.0,68.0,84.0,76.0,73.0,66.0,75.0,69.0,81.0,75.0
A. Claude-Maurice,23,77,OGC Nice,SUB,70.0,76.0,80.0,74.0,78.0,88.0,86.0,77.0,70.0,67.0,78.0,70.0,74.0,65.0,71.0,58.0,79.0,69.0
T. Souček,26,82,West Ham United,RDM,69.0,81.0,74.0,76.0,77.0,61.0,66.0,73.0,92.0,84.0,70.0,83.0,75.0,70.0,82.0,79.0,83.0,81.0
D. Tadić,32,84,Ajax,LW,86.0,87.0,85.0,80.0,87.0,67.0,70.0,79.0,88.0,80.0,77.0,41.0,85.0,86.0,34.0,26.0,84.0,51.0
R. Delgado,31,74,Club Atlético Colón,LCB,69.0,73.0,71.0,71.0,74.0,81.0,79.0,83.0,80.0,81.0,67.0,73.0,73.0,67.0,73.0,71.0,74.0,71.0
W. Ben Yedder,30,84,AS Monaco,ST,74.0,82.0,87.0,66.0,87.0,83.0,81.0,84.0,75.0,69.0,74.0,44.0,90.0,85.0,33.0,26.0,85.0,34.0
R. Skov,25,75,TSG Hoffenheim,SUB,85.0,73.0,73.0,70.0,73.0,76.0,79.0,88.0,77.0,69.0,82.0,60.0,72.0,74.0,69.0,65.0,76.0,65.0
Cucurella,22,81,Brighton & Hove Albion,SUB,81.0,81.0,80.0,79.0,81.0,78.0,80.0,73.0,88.0,66.0,65.0,73.0,79.0,47.0,78.0,77.0,82.0,71.0
19 F. Guarín,32,74,Shanghai Shenhua FC,LDM,70.0,70.0,75.0,75.0,78.0,68.0,63.0,90.0,77.0,88.0,83.0,71.0,70.0,73.0,72.0,67.0,74.0,
J. McGinn,26,78,Aston Villa,RCM,64.0,80.0,80.0,83.0,78.0,73.0,67.0,83.0,90.0,75.0,73.0,73.0,72.0,55.0,75.0,69.0,80.0,69.0
M. Faraoni,29,77,Hellas Verona,RM,78.0,76.0,74.0,72.0,77.0,75.0,73.0,76.0,84.0,72.0,75.0,70.0,77.0,66.0,72.0,73.0,77.0,70.0
R. Rodríguez,28,76,Torino F.C.,LCB,78.0,75.0,74.0,75.0,76.0,69.0,72.0,78.0,74.0,74.0,72.0,77.0,64.0,80.0,77.0,75.0,76.0,74.0
M. Wakaso,30,71,Shenzhen FC,RCM,68.0,70.0,68.0,69.0,71.0,81.0,85.0,85.0,82.0,81.0,69.0,71.0,71.0,50.0,71.0,69.0,73.0,68.0
Y. Bissouma,24,79,Brighton & Hove Albion,LCM,65.0,80.0,80.0,77.0,78.0,69.0,71.0,82.0,80.0,73.0,79.0,81.0,68.0,58.0,83.0,76.0,80.0,73.0
V. van Dijk,29,89,Liverpool,LCB,53.0,79.0,70.0,86.0,76.0,66.0,88.0,81.0,69.0,92.0,64.0,90.0,47.0,62.0,92.0,86.0,89.0,92.0
Ai Kesen,31,79,Guangzhou FC,ST,67.0,75.0,78.0,66.0,79.0,87.0,81.0,86.0,81.0,82.0,72.0,56.0,77.0,85.0,45.0,35.0,79.0,43.0
Gedson Fernandes,22,77,SL Benfica,SUB,69.0,79.0,82.0,75.0,78.0,80.0,79.0,80.0,80.0,71.0,76.0,75.0,72.0,60.0,73.0,71.0,79.0,71.0
15 Xavi,34,86,FC Barcelona,SUB,85.0,93.0,80.0,90.0,93.0,67.0,65.0,67.0,60.0,60.0,72.0,71.0,83.0,75.0,61.0,59.0,85.0,
K. Demirbay,27,79,Bayer 04 Leverkusen,LDM,76.0,78.0,82.0,80.0,85.0,62.0,55.0,79.0,77.0,67.0,80.0,64.0,78.0,70.0,63.0,66.0,79.0,73.0
S. McTominay,24,80,Manchester United,SUB,68.0,81.0,78.0,78.0,76.0,62.0,69.0,85.0,84.0,84.0,81.0,76.0,71.0,60.0,81.0,74.0,81.0,76.0
I. Gueye,31,82,Paris Saint-Germain,LCM,60.0,80.0,76.0,76.0,79.0,70.0,69.0,82.0,85.0,69.0,72.0,86.0,72.0,55.0,87.0,83.0,82.0,82.0
D. Suárez,33,78,Getafe CF,RB,80.0,75.0,74.0,72.0,76.0,72.0,73.0,83.0,78.0,71.0,71.0,77.0,63.0,67.0,77.0,78.0,78.0,76.0
19 Jefferson,29,74,Sporting CP,SUB,83.0,73.0,75.0,77.0,74.0,77.0,74.0,83.0,75.0,71.0,80.0,68.0,71.0,63.0,78.0,76.0,74.0,
Embarba,29,80,RCD Espanyol de Barcelona,RM,81.0,80.0,79.0,75.0,79.0,84.0,83.0,84.0,84.0,66.0,77.0,53.0,77.0,77.0,54.0,55.0,80.0,55.0
E. Haaland,20,88,Borussia Dortmund,RS,47.0,77.0,78.0,51.0,85.0,82.0,94.0,94.0,82.0,93.0,87.0,43.0,89.0,76.0,43.0,30.0,90.0,44.0
A. Silva,31,75,Club Olimpia,RM,72.0,74.0,76.0,69.0,73.0,87.0,88.0,70.0,91.0,64.0,67.0,66.0,74.0,80.0,68.0,65.0,76.0,69.0
T. Holeš,28,77,SK Slavia Praha,LCB,71.0,73.0,71.0,73.0,73.0,78.0,78.0,72.0,85.0,79.0,73.0,76.0,75.0,54.0,79.0,79.0,79.0,76.0
Gerson Armão,21,78,Internacional,RM,76.0,77.0,71.0,67.0,72.0,77.0,80.0,84.0,89.0,67.0,77.0,67.0,57.0,77.0,77.0,75.0,78.0,74.0
A. Rebić,27,82,AC Milan,LM,76.0,79.0,84.0,67.0,82.0,83.0,88.0,85.0,81.0,80.0,80.0,39.0,79.0,65.0,50.0,31.0,82.0,48.0
L. Advíncula,31,75,Boca Juniors,RB,73.0,69.0,75.0,67.0,72.0,93.0,93.0,76.0,90.0,82.0,68.0,66.0,68.0,64.0,70.0,66.0,75.0,67.0
M. Cornet,24,75,Burnley,SUB,72.0,74.0,73.0,62.0,74.0,85.0,87.0,80.0,91.0,72.0,75.0,66.0,76.0,64.0,70.0,66.0,77.0,64.0
R. Bentancur,24,78,Juventus,SUB,77.0,83.0,83.0,79.0,82.0,69.0,77.0,69.0,86.0,70.0,65.0,78.0,64.0,64.0,77.0,71.0,81.0,78.0
M. Mount,22,83,Chelsea,RW,82.0,86.0,82.0,83.0,85.0,77.0,71.0,81.0,86.0,54.0,82.0,59.0,81.0,60.0,57.0,41.0,86.0,54.0
Melvin Parrela,21,79,RB Bragantino,CDM,52.0,78.0,72.0,72.0,74.0,62.0,78.0,75.0,87.0,82.0,70.0,72.0,67.0,72.0,84.0,77.0,80.0,82.0
Raphinha,24,82,Leeds United,RM,78.0,76.0,86.0,70.0,83.0,90.0,91.0,81.0,84.0,64.0,76.0,55.0,81.0,73.0,54.0,38.0,83.0,45.0
L. Torreira,25,80,Fiorentina,CM,71.0,78.0,77.0,73.0,79.0,76.0,72.0,78.0,84.0,68.0,74.0,83.0,68.0,48.0,82.0,76.0,81.0,80.0
R. James,21,81,Chelsea,RWB,86.0,79.0,77.0,71.0,80.0,78.0,81.0,75.0,79.0,83.0,66.0,75.0,66.0,50.0,80.0,74.0,81.0,77.0
Ronaldo Cabrais,29,83,Grêmio,CAM,83.0,83.0,85.0,82.0,83.0,90.0,87.0,82.0,88.0,68.0,78.0,40.0,82.0,77.0,35.0,33.0,84.0,24.0
Rodri,25,86,Manchester City,CDM,63.0,85.0,78.0,83.0,82.0,60.0,62.0,83.0,87.0,82.0,76.0,83.0,75.0,46.0,84.0,78.0,86.0,83.0
D. Blind,31,82,Ajax,LB,80.0,84.0,77.0,85.0,84.0,48.0,43.0,74.0,76.0,72.0,64.0,87.0,66.0,54.0,84.0,80.0,82.0,83.0
Gayà,26,83,Valencia CF,LB,80.0,81.0,79.0,75.0,82.0,81.0,85.0,62.0,87.0,66.0,59.0,80.0,76.0,52.0,82.0,84.0,85.0,79.0
E. Salvio,30,80,Boca Juniors,SUB,73.0,75.0,85.0,66.0,83.0,87.0,84.0,79.0,75.0,63.0,72.0,60.0,83.0,76.0,59.0,55.0,80.0,48.0
R. Baku,23,80,VfL Wolfsburg,RM,79.0,74.0,83.0,69.0,78.0,83.0,85.0,77.0,91.0,73.0,73.0,74.0,76.0,51.0,70.0,75.0,81.0,74.0
R. Tapia,25,79,RC Celta de Vigo,CDM,65.0,77.0,74.0,76.0,75.0,70.0,68.0,78.0,84.0,82.0,66.0,77.0,68.0,68.0,87.0,81.0,81.0,74.0
Mário Fernandes,30,82,PFC CSKA Moscow,RB,75.0,81.0,80.0,71.0,79.0,79.0,83.0,71.0,87.0,75.0,60.0,76.0,76.0,53.0,80.0,82.0,82.0,78.0
Andreas Pereira,24,76,Manchester United,RES,77.0,76.0,79.0,76.0,79.0,77.0,75.0,80.0,77.0,60.0,77.0,70.0,69.0,70.0,67.0,64.0,78.0,67.0
U. Račić,23,78,Valencia CF,LCM,70.0,80.0,74.0,77.0,81.0,60.0,70.0,80.0,79.0,87.0,78.0,76.0,73.0,72.0,81.0,74.0,80.0,77.0
Pedro Gonçalves,23,81,Sporting CP,RW,75.0,83.0,83.0,78.0,84.0,77.0,76.0,81.0,85.0,58.0,76.0,66.0,84.0,74.0,57.0,50.0,84.0,57.0
Sergi Darder,27,79,RCD Espanyol de Barcelona,LCM,71.0,81.0,79.0,81.0,81.0,67.0,66.0,83.0,76.0,68.0,82.0,71.0,75.0,60.0,72.0,72.0,80.0,72.0
F. Coquelin,30,80,Villarreal CF,SUB,69.0,82.0,80.0,81.0,81.0,68.0,68.0,75.0,75.0,78.0,72.0,80.0,77.0,52.0,81.0,80.0,80.0,77.0
A. Young,35,78,Aston Villa,SUB,79.0,77.0,78.0,65.0,77.0,79.0,67.0,74.0,68.0,62.0,63.0,75.0,69.0,60.0,73.0,72.0,78.0,73.0
Diogo Gonçalves,24,76,SL Benfica,RWB,74.0,69.0,79.0,55.0,78.0,83.0,86.0,77.0,78.0,66.0,74.0,69.0,74.0,67.0,69.0,67.0,77.0,68.0
J. Lingard,28,79,Manchester United,SUB,74.0,78.0,80.0,65.0,80.0,78.0,75.0,79.0,79.0,60.0,81.0,54.0,83.0,70.0,57.0,49.0,79.0,63.0
A. Tchouaméni,21,79,AS Monaco,LCM,65.0,81.0,77.0,82.0,79.0,70.0,73.0,76.0,85.0,81.0,72.0,79.0,77.0,55.0,79.0,71.0,81.0,77.0
E. Cavani,34,85,Manchester United,SUB,68.0,75.0,74.0,52.0,81.0,64.0,68.0,87.0,81.0,77.0,77.0,54.0,93.0,85.0,48.0,39.0,85.0,45.0
R. Bazoer,24,76,Vitesse,CB,72.0,79.0,76.0,84.0,82.0,71.0,73.0,77.0,74.0,80.0,72.0,77.0,64.0,54.0,74.0,72.0,79.0,73.0
L. Dendoncker,26,77,Wolverhampton Wanderers,SUB,75.0,81.0,73.0,78.0,76.0,53.0,68.0,85.0,83.0,85.0,76.0,77.0,76.0,55.0,78.0,75.0,80.0,78.0
21 Fernando,28,79,Beijing Guoan FC,SUB,63.0,81.0,70.0,82.0,76.0,73.0,76.0,79.0,80.0,71.0,76.0,80.0,47.0,61.0,78.0,77.0,79.0,71.0
21 M. Parolo,35,79,Lazio,SUB,70.0,78.0,75.0,79.0,78.0,64.0,52.0,87.0,75.0,69.0,84.0,80.0,82.0,45.0,79.0,80.0,79.0,79.0
N. Gudelj,29,79,Sevilla FC,SUB,74.0,84.0,66.0,77.0,79.0,58.0,61.0,85.0,84.0,85.0,81.0,78.0,65.0,74.0,76.0,71.0,79.0,74.0
R. Soriano,30,78,Bologna,CM,77.0,79.0,80.0,77.0,80.0,68.0,70.0,77.0,82.0,67.0,77.0,68.0,75.0,62.0,66.0,65.0,78.0,67.0
Roberto Torres,32,78,CA Osasuna,SUB,80.0,77.0,76.0,78.0,79.0,73.0,62.0,82.0,78.0,69.0,79.0,69.0,78.0,77.0,69.0,65.0,78.0,63.0
R. Perraud,23,77,Southampton,LB,77.0,77.0,75.0,72.0,74.0,74.0,74.0,84.0,86.0,64.0,78.0,75.0,76.0,60.0,74.0,70.0,78.0,73.0
